population,database,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected,set_size_scored
Tcon,GO_BP,GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN,21,8,0,0,1,7,5,0,8,0,TRUE,->,->,TAC4->HK1,8
Tcon,GO_BP,GOBP_DETERMINATION_OF_ADULT_LIFESPAN,37,26,2,0,0,6,3,0,28,0,TRUE,CGAS->MB21D1/GBA1->GBA,->,->,28
Tcon,GO_BP,GOBP_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY,7,4,0,0,0,2,1,0,4,0,TRUE,->,->,->,4
Tcon,GO_BP,GOBP_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY,11,6,0,0,0,1,3,1,6,0,TRUE,->,->,->,6
Tcon,GO_BP,GOBP_DETOXIFICATION,173,95,9,0,2,31,20,16,104,0,TRUE,GATD1->PDDC1/MAPDA->ADAL/PRXL2A->FAM213A/RAB29->RAB7L1/SELENOF->SEP15/SELENOS->VIMP/SELENOT->SELT/SELENOW->SEPW1/SLC67A1->SLC22A18,->,AKR1B10->ARL1/EPX->EPO,104
Tcon,GO_BP,GOBP_DETOXIFICATION_OF_NITROGEN_COMPOUND,5,3,0,0,0,1,0,1,3,0,TRUE,->,->,->,3
Tcon,GO_BP,GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,111,59,0,0,1,28,23,0,59,0,TRUE,->,->,NR5A1->SF1,59
Tcon,GO_BP,GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,240,122,2,0,2,51,61,2,124,0,TRUE,ADGRG1->GPR56/DNAAF11->LRRC6,->,NKX2-1->TTF1/NR5A1->SF1,124
Tcon,GO_BP,GOBP_DEVELOPMENTAL_CELL_GROWTH,234,136,5,0,2,52,30,9,141,0,TRUE,GAREM2->GAREML/PRKN->PARK2/SHTN1->KIAA1598/SPART->SPG20/TOMM70->TOMM70A,->,DSCAM->CHD2/SLIT1->SLIT3,141
Tcon,GO_BP,GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,241,141,4,0,2,54,38,2,145,0,TRUE,GAREM2->GAREML/PRKN->PARK2/SHTN1->KIAA1598/SPART->SPG20,->,DSCAM->CHD2/SLIT1->SLIT3,145
Tcon,GO_BP,GOBP_DEVELOPMENTAL_INDUCTION,35,13,0,0,1,6,15,0,13,0,TRUE,->,->,NKX2-1->TTF1,13
Tcon,GO_BP,GOBP_DEVELOPMENTAL_MATURATION,363,201,9,0,1,78,68,6,210,0,TRUE,CATSPERE->C1orf101/GBA1->GBA/GPAT4->AGPAT6/NEMP1->TMEM194A/RFLNB->FAM101B/RHEX->C1orf186/TUT4->ZCCHC11/TUT7->ZCCHC6/WASHC5->KIAA0196,->,CNGB1->GAR1,210
Tcon,GO_BP,GOBP_DEVELOPMENTAL_PIGMENTATION,48,26,1,0,0,13,8,0,27,0,TRUE,LRMDA->C10orf11,->,->,27
Tcon,GO_BP,GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS,8,5,0,0,1,2,0,0,5,0,TRUE,->,->,MOGAT2->MGAT2,5
Tcon,GO_BP,GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS,26,18,1,0,1,3,2,1,19,0,TRUE,GPAT4->AGPAT6,->,MOGAT2->MGAT2,19
Tcon,GO_BP,GOBP_DIADENOSINE_POLYPHOSPHATE_METABOLIC_PROCESS,8,3,1,0,0,2,0,2,4,0,TRUE,KARS1->KARS,->,->,4
Tcon,GO_BP,GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,102,67,5,0,0,15,13,2,72,0,TRUE,ADSS2->ADSS/DGLUCY->C14orf159/DHFR2->DHFRL1/KGD4->MRPS36/KYAT3->CCBL2,->,->,72
Tcon,GO_BP,GOBP_DICARBOXYLIC_ACID_TRANSPORT,107,58,1,0,1,23,23,1,59,0,TRUE,SEPTIN2->SEPT2,->,SLC25A21->ODC1,59
Tcon,GO_BP,GOBP_DIENCEPHALON_DEVELOPMENT,82,25,0,0,1,29,26,1,25,0,TRUE,->,->,NKX2-1->TTF1,25
Tcon,GO_BP,GOBP_DIGESTION,145,50,0,0,3,42,47,3,50,0,TRUE,->,->,ADRA2A->ZNF32/GKN1->CA11/MOGAT2->MGAT2,50
Tcon,GO_BP,GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT,152,60,1,0,1,42,46,2,61,0,TRUE,TIGAR->C12orf5,->,CYP1A1->AHRR,61
Tcon,GO_BP,GOBP_DIGESTIVE_SYSTEM_PROCESS,113,48,0,0,2,34,28,1,48,0,TRUE,->,->,ADRA2A->ZNF32/MOGAT2->MGAT2,48
Tcon,GO_BP,GOBP_DIOL_BIOSYNTHETIC_PROCESS,24,20,1,0,0,2,0,1,21,0,TRUE,GBA1->GBA,->,->,21
Tcon,GO_BP,GOBP_DIOL_METABOLIC_PROCESS,33,25,3,0,0,4,0,1,28,0,TRUE,GBA1->GBA/PLPP1->PPAP2A/PLPP2->PPAP2C,->,->,28
Tcon,GO_BP,GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,131,49,2,0,4,20,55,1,51,0,TRUE,H2BC11->HIST1H2BJ/H2BC12->HIST1H2BK,->,CHGA->CGA/DEFA6->DEF6/MBL2->MBP/RNASE7->RAE1,51
Tcon,GO_BP,GOBP_DISRUPTION_OF_CELLULAR_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,6,0,0,0,1,0,5,0,0,0,TRUE,->,->,DEFA6->DEF6,0
Tcon,GO_BP,GOBP_DITERPENOID_BIOSYNTHETIC_PROCESS,10,5,0,0,1,2,1,1,5,0,TRUE,->,->,CYP1A1->AHRR,5
Tcon,GO_BP,GOBP_DITERPENOID_METABOLIC_PROCESS,96,41,0,0,3,21,28,3,41,0,TRUE,->,->,AKR1B10->ARL1/CYP1A1->AHRR/TTR->TTN,41
Tcon,GO_BP,GOBP_DNA_BIOSYNTHETIC_PROCESS,161,132,8,0,1,12,6,2,140,0,TRUE,FAAP20->C1orf86/HROB->C17orf53/MRE11->MRE11A/NIBAN2->FAM129B/PCLAF->KIAA0101/PHB1->PHB/STN1->OBFC1/TENT4B->PAPD5,->,SMOC2->SMAP2,140
Tcon,GO_BP,GOBP_DNA_CATABOLIC_PROCESS,33,22,1,0,0,4,6,0,23,0,TRUE,FBH1->FBXO18,->,->,23
Tcon,GO_BP,GOBP_DNA_CONFORMATION_CHANGE,18,17,1,0,0,0,0,0,18,0,TRUE,MTERF1->MTERF,->,->,18
Tcon,GO_BP,GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,79,66,4,0,0,6,3,0,70,0,TRUE,KMT5A->SETD8/MARCHF7->MARCH7/PIDD1->PIDD/YJU2->CCDC94,->,->,70
Tcon,GO_BP,GOBP_DNA_DAMAGE_TOLERANCE,38,34,3,0,0,1,0,0,37,0,TRUE,CTBP1-DT->CTBP1-AS2/FAAP20->C1orf86/PCLAF->KIAA0101,->,->,37
Tcon,GO_BP,GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING,22,19,1,0,0,0,2,0,20,0,TRUE,MRE11->MRE11A,->,->,20
Tcon,GO_BP,GOBP_DNA_ENDOREDUPLICATION,5,4,1,0,0,0,0,0,5,0,TRUE,ZPR1->ZNF259,->,->,5
Tcon,GO_BP,GOBP_DNA_GEOMETRIC_CHANGE,8,7,1,0,0,0,0,0,8,0,TRUE,MTERF1->MTERF,->,->,8
Tcon,GO_BP,GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING,133,121,7,0,0,5,0,0,128,0,TRUE,ABRAXAS1->FAM175A/BABAM2->BRE/H2AX->H2AFX/MAP3K20->MLTK/MRE11->MRE11A/MRNIP->C5orf45/NOP53->GLTSCR2,->,->,128
Tcon,GO_BP,GOBP_DNA_RECOMBINATION,355,278,34,0,0,26,11,6,312,0,TRUE,CENPS->APITD1/CENPX->STRA13/CGAS->MB21D1/CTBP1-DT->CTBP1-AS2/CYREN->C7orf49/DCAF1->VPRBP/FBH1->FBXO18/FIRRM->C1orf112/H1-0->H1F0/H1-1->HIST1H1A/H1-10->H1FX/H1-2->HIST1H1C/H1-3->HIST1H1D/H1-4->HIST1H1E/H1-5->HIST1H1B/H2AX->H2AFX/HDGFL2->HDGFRP2/HROB->C17orf53/KMT5A->SETD8/KMT5B->SUV420H1/KMT5C->SUV420H2/MRE11->MRE11A/MRNIP->C5orf45/NSD2->WHSC1/NSMCE3->NDNL2/RADX->CXorf57/SANBR->KIAA1841/SHLD1->C20orf196/SHLD2->FAM35A/SHLD3->CTC-534A2.2/SLF1->ANKRD32/SLF2->FAM178A/TOP6BL->C11orf80/ZGRF1->C4orf21,->,->,312
Tcon,GO_BP,GOBP_DNA_REPAIR_DEPENDENT_CHROMATIN_REMODELING,25,23,2,0,0,0,0,0,25,0,TRUE,HDGFL2->HDGFRP2/HPF1->C4orf27,->,->,25
Tcon,GO_BP,GOBP_DNA_REPLICATION,321,280,17,0,1,15,7,1,297,0,TRUE,AFG2A->SPATA5/AFG2B->SPATA5L1/AIRIM->C1orf109/CENPS->APITD1/CENPX->STRA13/CTBP1-DT->CTBP1-AS2/ELOB->TCEB2/ELOC->TCEB1/FAAP20->C1orf86/FBH1->FBXO18/MRE11->MRE11A/OBI1->RNF219/PCLAF->KIAA0101/STN1->OBFC1/TWNK->C10orf2/WAPL->WAPAL/ZPR1->ZNF259,->,ADRA2A->ZNF32,297
Tcon,GO_BP,GOBP_DNA_STRAND_ELONGATION,37,35,1,0,0,1,0,0,36,0,TRUE,MRE11->MRE11A,->,->,36
Tcon,GO_BP,GOBP_DNA_STRAND_RESECTION_INVOLVED_IN_REPLICATION_FORK_PROCESSING,10,9,1,0,0,0,0,0,10,0,TRUE,MRE11->MRE11A,->,->,10
Tcon,GO_BP,GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,18,14,1,0,0,2,1,0,15,0,TRUE,HROB->C17orf53,->,->,15
Tcon,GO_BP,GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPLICATION,27,24,2,0,0,1,0,0,26,0,TRUE,FAAP20->C1orf86/PCLAF->KIAA0101,->,->,26
Tcon,GO_BP,GOBP_DNA_TEMPLATED_DNA_REPLICATION,174,157,8,0,0,6,3,0,165,0,TRUE,CENPS->APITD1/CENPX->STRA13/ELOB->TCEB2/ELOC->TCEB1/FBH1->FBXO18/MRE11->MRE11A/TWNK->C10orf2/ZPR1->ZNF259,->,->,165
Tcon,GO_BP,GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY,68,61,4,0,0,2,1,0,65,0,TRUE,CENPS->APITD1/CENPX->STRA13/FBH1->FBXO18/MRE11->MRE11A,->,->,65
Tcon,GO_BP,GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,164,147,9,0,0,5,0,3,156,0,TRUE,ELOA->TCEB3/ELOB->TCEB2/INTS11->CPSF3L/INTS13->ASUN/INTS14->VWA9/INTS15->C7orf26/POLR1F->TWISTNB/POLR1H->ZNRD1/SKIC8->WDR61,->,->,156
Tcon,GO_BP,GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,269,221,14,0,0,10,7,17,235,0,TRUE,CAVIN1->PTRF/ELOA->TCEB3/ELOB->TCEB2/ELOC->TCEB1/EP400P1->EP400NL/HEMK2->N6AMT1/INTS11->CPSF3L/INTS13->ASUN/INTS14->VWA9/INTS15->C7orf26/MACROH2A1->H2AFY/POLR1F->TWISTNB/POLR1H->ZNRD1/SGF29->CCDC101,->,->,235
Tcon,GO_BP,GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION,54,42,5,0,0,0,0,7,47,0,TRUE,CAVIN1->PTRF/MTERF1->MTERF/MTERF2->MTERFD3/POLR1F->TWISTNB/POLR1H->ZNRD1,->,->,47
Tcon,GO_BP,GOBP_DOPAMINE_METABOLIC_PROCESS,44,19,1,0,0,13,10,1,20,0,TRUE,PRKN->PARK2,->,->,20
Tcon,GO_BP,GOBP_DOPAMINE_SECRETION,28,11,1,0,0,7,9,0,12,0,TRUE,PRKN->PARK2,->,->,12
Tcon,GO_BP,GOBP_DOPAMINE_TRANSPORT,43,15,1,0,1,14,12,0,16,0,TRUE,PRKN->PARK2,->,SLC18A1->VAT1,16
Tcon,GO_BP,GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION,38,15,1,0,2,3,16,1,16,0,TRUE,FMC1->C7orf55,->,PHOX2A->NCAM2/PITX3->PTX3,16
Tcon,GO_BP,GOBP_DORSAL_SPINAL_CORD_DEVELOPMENT,21,5,0,0,0,5,11,0,5,0,TRUE,->,->,->,5
Tcon,GO_BP,GOBP_DORSAL_VENTRAL_PATTERN_FORMATION,90,32,0,0,3,27,27,1,32,0,TRUE,->,->,LRP4->LRP10/NKX2-1->TTF1/SP8->BTD,32
Tcon,GO_BP,GOBP_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME,22,20,2,0,0,0,0,0,22,0,TRUE,MACROH2A1->H2AFY/MACROH2A2->H2AFY2,->,->,22
Tcon,GO_BP,GOBP_DOUBLE_STRAND_BREAK_REPAIR,329,272,28,0,0,13,10,6,300,0,TRUE,ABRAXAS1->FAM175A/ATP23->XRCC6BP1/BABAM2->BRE/CGAS->MB21D1/CYREN->C7orf49/FBH1->FBXO18/H2AX->H2AFX/HDGFL2->HDGFRP2/HPF1->C4orf27/KMT5A->SETD8/KMT5B->SUV420H1/KMT5C->SUV420H2/MARF1->KIAA0430/MEIOC->C17orf104/MRE11->MRE11A/MRNIP->C5orf45/NSD2->WHSC1/NSMCE3->NDNL2/PAXX->C9orf142/PPP4R3A->SMEK1/PPP4R3B->SMEK2/RADX->CXorf57/SHLD1->C20orf196/SHLD2->FAM35A/SHLD3->CTC-534A2.2/SLF1->ANKRD32/SLF2->FAM178A/ZGRF1->C4orf21,->,->,300
Tcon,GO_BP,GOBP_DOUBLE_STRAND_BREAK_REPAIR_INVOLVED_IN_MEIOTIC_RECOMBINATION,12,5,0,0,0,4,2,1,5,0,TRUE,->,->,->,5
Tcon,GO_BP,GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,78,64,11,0,0,1,2,0,75,0,TRUE,ATP23->XRCC6BP1/CYREN->C7orf49/KMT5B->SUV420H1/KMT5C->SUV420H2/MRE11->MRE11A/MRNIP->C5orf45/NSD2->WHSC1/PAXX->C9orf142/SHLD1->C20orf196/SHLD2->FAM35A/SHLD3->CTC-534A2.2,->,->,75
Tcon,GO_BP,GOBP_EAR_DEVELOPMENT,237,104,6,0,0,57,66,4,110,0,TRUE,DLX5->SHFM1/GSDME->DFNA5/NECTIN1->PVRL1/NHERF1->SLC9A3R1/PJVK->DFNB59/WHRN->DFNB31,->,->,110
Tcon,GO_BP,GOBP_EAR_MORPHOGENESIS,136,58,4,0,0,34,38,2,62,0,TRUE,DLX5->SHFM1/NECTIN1->PVRL1/NHERF1->SLC9A3R1/WHRN->DFNB31,->,->,62
Tcon,GO_BP,GOBP_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT,17,15,2,0,0,0,0,0,17,0,TRUE,BLTP3B->UHRF1BP1L/RBSN->ZFYVE20,->,->,17
Tcon,GO_BP,GOBP_EGG_ACTIVATION,12,7,0,0,1,1,3,0,7,0,TRUE,->,->,ZP4->ZP1,7
Tcon,GO_BP,GOBP_ELASTIN_CATABOLIC_PROCESS,5,3,0,0,1,0,0,1,3,0,TRUE,->,->,MMP12->MME,3
Tcon,GO_BP,GOBP_ELASTIN_METABOLIC_PROCESS,7,4,0,0,1,0,1,1,4,0,TRUE,->,->,MMP12->MME,4
Tcon,GO_BP,GOBP_ELECTRON_TRANSPORT_CHAIN,126,106,3,0,1,7,5,4,109,0,TRUE,FDX2->FDX1L/GBA1->GBA/UQCC3->C11orf83,->,MTCO2P12->MT-CO2,109
Tcon,GO_BP,GOBP_EMBRYO_IMPLANTATION,67,40,0,0,1,13,8,5,40,0,TRUE,->,->,ACOD1->CAD,40
Tcon,GO_BP,GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS,128,58,4,0,2,28,35,1,62,0,TRUE,BPNT2->IMPAD1/DLX5->SHFM1/MAP3K20->MLTK/MOSMO->C16orf52,->,LRP4->LRP10/SP8->BTD,62
Tcon,GO_BP,GOBP_EMBRYONIC_AXIS_SPECIFICATION,43,18,1,0,0,9,12,3,19,0,TRUE,TASOR->FAM208A,->,->,19
Tcon,GO_BP,GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT,35,11,0,0,0,12,12,0,11,0,TRUE,->,->,->,11
Tcon,GO_BP,GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS,61,33,2,0,1,11,13,1,35,0,TRUE,BPNT2->IMPAD1/MAP3K20->MLTK,->,LRP4->LRP10,35
Tcon,GO_BP,GOBP_EMBRYONIC_EPITHELIAL_TUBE_FORMATION,126,83,0,0,0,19,24,0,83,0,TRUE,->,->,->,83
Tcon,GO_BP,GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS,32,10,0,0,0,11,10,1,10,0,TRUE,->,->,->,10
Tcon,GO_BP,GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,88,46,1,0,0,19,21,1,47,0,TRUE,CIMAP3->PIFO,->,->,47
Tcon,GO_BP,GOBP_EMBRYONIC_HEART_TUBE_LEFT_RIGHT_PATTERN_FORMATION,6,3,1,0,0,1,1,0,4,0,TRUE,CIMAP3->PIFO,->,->,4
Tcon,GO_BP,GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,70,38,0,0,0,15,17,0,38,0,TRUE,->,->,->,38
Tcon,GO_BP,GOBP_EMBRYONIC_OLFACTORY_BULB_INTERNEURON_PRECURSOR_MIGRATION,5,1,0,0,1,2,1,0,1,0,TRUE,->,->,SLIT1->SLIT3,1
Tcon,GO_BP,GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,471,235,7,0,0,118,107,4,242,0,TRUE,CIMAP3->PIFO/DLX5->SHFM1/DYNC2I1->WDR60/NECTIN1->PVRL1/NHERF1->SLC9A3R1/UTP25->DIEXF/WHRN->DFNB31,->,->,242
Tcon,GO_BP,GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS,307,131,5,0,0,88,81,2,136,0,TRUE,DLX5->SHFM1/DYNC2I1->WDR60/NECTIN1->PVRL1/NHERF1->SLC9A3R1/WHRN->DFNB31,->,->,136
Tcon,GO_BP,GOBP_EMBRYONIC_PATTERN_SPECIFICATION,77,31,2,0,1,17,23,3,33,0,TRUE,DOP1B->DOPEY2/TASOR->FAM208A,->,MEIS3P1->MEIS3,33
Tcon,GO_BP,GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,137,52,3,0,0,42,40,0,55,0,TRUE,DLX5->SHFM1/DYNC2I1->WDR60/MOSMO->C16orf52,->,->,55
Tcon,GO_BP,GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS,94,35,1,0,0,29,29,0,36,0,TRUE,DYNC2I1->WDR60,->,->,36
Tcon,GO_BP,GOBP_ENAMEL_MINERALIZATION,21,8,1,0,0,6,6,0,9,0,TRUE,NECTIN1->PVRL1,->,->,9
Tcon,GO_BP,GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT,55,25,1,0,0,11,18,0,26,0,TRUE,CPLANE2->RSG1,->,->,26
Tcon,GO_BP,GOBP_ENDOCARDIAL_CUSHION_FUSION,5,2,1,0,0,1,1,0,3,0,TRUE,CPLANE2->RSG1,->,->,3
Tcon,GO_BP,GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS,44,19,1,0,0,10,14,0,20,0,TRUE,CPLANE2->RSG1,->,->,20
Tcon,GO_BP,GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS,64,31,2,0,0,18,12,1,33,0,TRUE,BPNT2->IMPAD1/DLX5->SHFM1,->,->,33
Tcon,GO_BP,GOBP_ENDOCRINE_HORMONE_SECRETION,61,22,3,0,0,16,20,0,25,0,TRUE,ECRG4->C2orf40/NIBAN2->FAM129B/SELENOM->SELM,->,->,25
Tcon,GO_BP,GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT,43,15,1,0,0,8,18,1,16,0,TRUE,BMAL1->ARNTL,->,->,16
Tcon,GO_BP,GOBP_ENDOCRINE_PROCESS,106,43,3,0,0,28,32,0,46,0,TRUE,ECRG4->C2orf40/NIBAN2->FAM129B/SELENOM->SELM,->,->,46
Tcon,GO_BP,GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,133,50,1,0,2,35,43,2,51,0,TRUE,BMAL1->ARNTL,->,NKX2-1->TTF1/NR5A1->SF1,51
Tcon,GO_BP,GOBP_ENDOCYTIC_RECYCLING,107,80,8,0,0,8,5,6,88,0,TRUE,BLTP1->KIAA1109/DENND10->FAM45A/EIPR1->TSSC1/ENTR1->SDCCAG3/TRARG1->TUSC5/VPS26C->DSCR3/VPS35L->C16orf62/VPS50->CCDC132,->,->,88
Tcon,GO_BP,GOBP_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL,13,9,1,0,0,2,1,0,10,0,TRUE,JPT2->HN1L,->,->,10
Tcon,GO_BP,GOBP_ENDODERM_DEVELOPMENT,84,48,1,0,1,16,16,2,49,0,TRUE,MACROH2A1->H2AFY,->,NKX2-1->TTF1,49
Tcon,GO_BP,GOBP_ENDODERM_FORMATION,57,32,1,0,0,13,10,1,33,0,TRUE,MACROH2A1->H2AFY,->,->,33
Tcon,GO_BP,GOBP_ENDODERMAL_CELL_DIFFERENTIATION,48,26,1,0,0,10,10,1,27,0,TRUE,MACROH2A1->H2AFY,->,->,27
Tcon,GO_BP,GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,50,43,2,0,0,2,2,1,45,0,TRUE,TASL->CXorf21/WASHC4->KIAA1033,->,->,45
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,26,22,1,0,0,1,1,1,23,0,TRUE,SELENOK->SELK,->,->,23
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_MEMBRANE_ORGANIZATION,17,15,1,0,0,0,1,0,16,0,TRUE,STEEP1->CXorf56,->,->,16
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,104,76,9,0,0,12,3,4,85,0,TRUE,CERT1->COL4A3BP/DOP1B->DOPEY2/GET3->ASNA1/RAB5IF->C20orf24/RETREG1->FAM134B/RETREG2->FAM134A/RETREG3->FAM134C/SHTN1->KIAA1598/STEEP1->CXorf56,->,->,85
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT,29,25,3,0,0,1,0,0,28,0,TRUE,AFG2B->SPATA5L1/SELENOS->VIMP/UFD1->UFD1L,->,->,28
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,142,121,3,0,0,15,0,3,124,0,TRUE,RAB29->RAB7L1/STEEP1->CXorf56/TRAPPC2B->TRAPPC2P1,->,->,124
Tcon,GO_BP,GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,23,19,1,0,0,2,0,1,20,0,TRUE,RETREG3->FAM134C,->,->,20
Tcon,GO_BP,GOBP_ENDOSOMAL_TRANSPORT,316,252,22,0,1,20,11,10,274,0,TRUE,BLTP1->KIAA1109/BLTP3B->UHRF1BP1L/CRACR2A->EFCAB4B/DENND10->FAM45A/DOP1B->DOPEY2/EIPR1->TSSC1/ENTR1->SDCCAG3/FHIP1B->FAM160A2/PHETA1->FAM109A/PHETA2->FAM109B/PRKN->PARK2/RAB29->RAB7L1/RBSN->ZFYVE20/RIC1->KIAA1432/SLC66A2->PQLC1/TRARG1->TUSC5/VPS26C->DSCR3/VPS35L->C16orf62/VPS50->CCDC132/WASHC3->CCDC53/WASHC4->KIAA1033/WASHC5->KIAA0196,->,TINAGL1->ARG1,274
Tcon,GO_BP,GOBP_ENDOSOME_ORGANIZATION,105,93,6,0,0,3,2,1,99,0,TRUE,FHIP1B->FAM160A2/PHETA1->FAM109A/PHETA2->FAM109B/PRKN->PARK2/WASHC4->KIAA1033/WASHC5->KIAA0196,->,->,99
Tcon,GO_BP,GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,70,63,1,0,0,3,1,2,64,0,TRUE,FHIP1B->FAM160A2,->,->,64
Tcon,GO_BP,GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,19,15,1,0,0,2,0,1,16,0,TRUE,TRARG1->TUSC5,->,->,16
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS,33,20,0,0,1,3,5,4,20,0,TRUE,->,->,SMOC2->SMAP2,20
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,73,52,1,0,0,12,6,2,53,0,TRUE,AFDN->MLLT4,->,->,53
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_DIFFERENTIATION,128,74,1,0,0,26,13,14,75,0,TRUE,AFDN->MLLT4,->,->,75
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_MATRIX_ADHESION,11,4,1,0,1,1,2,2,5,0,TRUE,GFUS->TSTA3,->,MMP12->MME,5
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_MIGRATION,302,155,5,0,1,38,35,68,160,0,TRUE,ADGRB1->BAI1/ATP5F1A->ATP5A1/ATP5F1B->ATP5B/GFUS->TSTA3/SVBP->CCDC23,->,SMOC2->SMAP2,160
Tcon,GO_BP,GOBP_ENDOTHELIAL_CELL_PROLIFERATION,203,92,2,0,0,30,28,51,94,0,TRUE,ATP5F1A->ATP5A1/ATP5IF1->ATPIF1,->,->,94
Tcon,GO_BP,GOBP_ENDOTHELIUM_DEVELOPMENT,153,91,1,0,0,29,18,14,92,0,TRUE,AFDN->MLLT4,->,->,92
Tcon,GO_BP,GOBP_ENERGY_HOMEOSTASIS,96,62,0,0,0,15,18,1,62,0,TRUE,->,->,->,62
Tcon,GO_BP,GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,104,71,3,0,0,13,11,6,74,0,TRUE,RUBCNL->KIAA0226L/SELENON->SEPN1/SELENOS->VIMP,->,->,74
Tcon,GO_BP,GOBP_ENGULFMENT_OF_APOPTOTIC_CELL,12,8,1,0,0,2,1,0,9,0,TRUE,ADGRB1->BAI1,->,->,9
Tcon,GO_BP,GOBP_ENSHEATHMENT_OF_NEURONS,154,101,5,0,1,35,11,1,106,0,TRUE,HYCC1->FAM126A/NRDC->NRD1/PALS1->MPP5/SELENOI->EPT1/ZPR1->ZNF259,->,CNTN1->F3,106
Tcon,GO_BP,GOBP_ENTERIC_NERVOUS_SYSTEM_DEVELOPMENT,14,6,0,0,0,5,3,0,6,0,TRUE,->,->,->,6
Tcon,GO_BP,GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION,34,12,1,0,0,9,10,2,13,0,TRUE,BMAL1->ARNTL,->,->,13
