"population","database","pathway_id","direction","nes","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","n_sig_pooled_in_database","n_sig_per_database_only"
"Tcon","KEGG","KEGG_HEMATOPOIETIC_CELL_LINEAGE","up",1.75006584,0.00547675436,0.011410238,65,185,11459,60,62
"Tcon","KEGG","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","up",1.7927445,0.00592711633,0.0121683754,49,185,11459,60,62
"Tcon","KEGG","KEGG_GAP_JUNCTION","up",1.78842942,0.00628164063,0.0129336759,50,185,11459,60,62
"Tcon","KEGG","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION","up",1.76854398,0.00628164063,0.0130525732,54,185,11459,60,62
"Tcon","KEGG","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE","up",1.90987351,0.00659883609,0.0137285197,19,185,11459,60,62
"Tcon","KEGG","KEGG_BASAL_CELL_CARCINOMA","down",-1.83262555,0.00849931828,0.0167778729,26,185,11459,60,62
"Tcon","KEGG","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","up",1.69798769,0.00921738833,0.0181498139,69,185,11459,60,62
"Tcon","KEGG","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","up",1.87170295,0.00923897556,0.0184983188,16,185,11459,60,62
"Tcon","KEGG","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","up",1.79199289,0.00941012321,0.0190453844,38,185,11459,60,62
"Tcon","KEGG","KEGG_P53_SIGNALING_PATHWAY","up",1.69072856,0.0119097162,0.0232606298,60,185,11459,60,62
"Tcon","KEGG","KEGG_AXON_GUIDANCE","up",1.62741214,0.0127573332,0.0248141989,85,185,11459,60,62
"Tcon","KEGG","KEGG_INSULIN_SIGNALING_PATHWAY","up",1.57622156,0.013202679,0.0257449597,109,185,11459,60,62
"Tcon","KEGG","KEGG_NOTCH_SIGNALING_PATHWAY","up",1.73291922,0.0150900123,0.028708531,38,185,11459,60,62
"Tcon","KEGG","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","up",1.71082014,0.016708648,0.0312903379,42,185,11459,60,62
"Tcon","KEGG","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","up",1.60661765,0.0176875111,0.0329404209,78,185,11459,60,62
"Tcon","KEGG","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","up",1.72990144,0.0186764255,0.0345040857,32,185,11459,60,62
"Tcon","KEGG","KEGG_VEGF_SIGNALING_PATHWAY","up",1.62096009,0.0225593083,0.0400259856,59,185,11459,60,62
"Tcon","KEGG","KEGG_ECM_RECEPTOR_INTERACTION","up",1.6845886,0.0244276019,0.0429429392,36,185,11459,60,62
"Tcon","KEGG","KEGG_BLADDER_CANCER","up",1.69273525,0.0244821279,0.043519694,34,185,11459,60,62
"Tcon","KEGG","KEGG_PROSTATE_CANCER","up",1.57006369,0.024773792,0.044510071,74,185,11459,60,62
"Tcon","KEGG","KEGG_MELANOMA","up",1.63875244,0.0276807709,0.0484796016,43,185,11459,60,62
"Tcon","Reactome","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","down",-3.64738368,5.7722622e-42,4.13402203e-41,118,1600,11459,287,283
"Tcon","Reactome","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","down",-3.66494491,1.81300776e-40,1.2984535e-39,92,1600,11459,287,283
"Tcon","Reactome","REACTOME_SELENOAMINO_ACID_METABOLISM","down",-3.5704784,7.70740122e-38,3.31196665e-37,103,1600,11459,287,283
"Tcon","Reactome","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","down",-3.48255787,9.71102032e-35,3.97423507e-34,110,1600,11459,287,283
"Tcon","Reactome","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","down",-3.52587094,2.09086117e-34,9.35905397e-34,99,1600,11459,287,283
"Tcon","Reactome","REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION","down",-3.41013534,8.26121811e-34,3.54994868e-33,133,1600,11459,287,283
"Tcon","Reactome","REACTOME_RRNA_PROCESSING","down",-3.18741824,5.56551458e-33,2.53651489e-32,196,1600,11459,287,283
"Tcon","Reactome","REACTOME_NONSENSE_MEDIATED_DECAY_NMD","down",-3.43142217,1.27934077e-32,6.1083191e-32,114,1600,11459,287,283
"Tcon","Reactome","REACTOME_CELLULAR_RESPONSE_TO_STARVATION","down",-3.1559598,4.46099994e-27,1.91694744e-26,147,1600,11459,287,283
"Tcon","Reactome","REACTOME_INFLUENZA_INFECTION","down",-3.15255607,2.85593432e-26,1.27836529e-25,154,1600,11459,287,283
"Tcon","Reactome","REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL","down",-3.0763076,1.24086514e-23,5.14505955e-23,138,1600,11459,287,283
"Tcon","Reactome","REACTOME_TRANSLATION","down",-2.59901112,3.03345445e-23,1.30351329e-22,335,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","down",-2.99317099,3.78950799e-22,1.68009416e-21,141,1600,11459,287,283
"Tcon","Reactome","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S","down",-3.21274576,6.40506949e-21,2.79222738e-20,60,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_INTERLEUKINS","up",2.40331489,1.24083927e-18,5.33204143e-18,366,1600,11459,287,283
"Tcon","Reactome","REACTOME_NEUTROPHIL_DEGRANULATION","up",2.33561079,2.8746003e-18,1.22000166e-17,386,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY","down",-3.12275346,3.41791647e-18,1.48620621e-17,37,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_ROBO_RECEPTORS","down",-2.72793315,1.32953308e-17,5.91017567e-17,176,1600,11459,287,283
"Tcon","Reactome","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES","down",-2.52667652,4.81749681e-17,2.1851463e-16,261,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","down",-2.80565319,8.86873771e-12,2.4429535e-11,51,1600,11459,287,283
"Tcon","Reactome","REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE","down",-2.66773861,1.99154616e-11,5.25486488e-11,96,1600,11459,287,283
"Tcon","Reactome","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","up",2.42659413,1.6981893e-09,2.9403168e-09,103,1600,11459,287,283
"Tcon","Reactome","REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT","up",2.34355519,5.38557118e-08,7.04069932e-08,111,1600,11459,287,283
"Tcon","Reactome","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","up",2.22324234,9.12434174e-08,1.12974535e-07,146,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERLEUKIN_10_SIGNALING","up",2.52504769,9.12434174e-08,1.14243698e-07,35,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHO_GTPASE_CYCLE","up",1.85490318,5.02579126e-07,5.22819167e-07,378,1600,11459,287,283
"Tcon","Reactome","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","up",2.08741247,1.58893143e-06,1.47010844e-06,147,1600,11459,287,283
"Tcon","Reactome","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","up",2.29342306,2.40659641e-06,2.183714e-06,68,1600,11459,287,283
"Tcon","Reactome","REACTOME_APOPTOSIS","up",2.10703778,3.43967804e-06,3.10484079e-06,144,1600,11459,287,283
"Tcon","Reactome","REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","up",2.23443822,3.93096858e-06,3.57878461e-06,79,1600,11459,287,283
"Tcon","Reactome","REACTOME_PROGRAMMED_CELL_DEATH","up",2.02452865,4.47569918e-06,4.12317983e-06,171,1600,11459,287,283
"Tcon","Reactome","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","up",2.04381496,5.09297605e-06,4.72553948e-06,169,1600,11459,287,283
"Tcon","Reactome","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","up",2.26268875,5.24562978e-06,4.95904791e-06,58,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERFERON_SIGNALING","up",1.89102691,7.23142068e-06,6.61984231e-06,240,1600,11459,287,283
"Tcon","Reactome","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","up",2.21387564,8.18497284e-06,7.65556467e-06,86,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERFERON_GAMMA_SIGNALING","up",2.19219163,8.28683414e-06,7.91323604e-06,83,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_1_HOST_INTERACTIONS","down",-2.16245558,1.79864513e-05,1.55251417e-05,91,1600,11459,287,283
"Tcon","Reactome","REACTOME_LEISHMANIA_INFECTION","up",1.99126202,2.26291092e-05,1.95509218e-05,135,1600,11459,287,283
"Tcon","Reactome","REACTOME_KEAP1_NFE2L2_PATHWAY","up",2.03995898,3.52056338e-05,3.00164701e-05,103,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHO_GTPASE_EFFECTORS","up",1.87533814,3.52056338e-05,3.00164701e-05,229,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_NTRKS","up",2.02036276,5.98457188e-05,4.87351934e-05,109,1600,11459,287,283
"Tcon","Reactome","REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","up",2.26813522,8.6153551e-05,6.73113778e-05,33,1600,11459,287,283
"Tcon","Reactome","REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS","up",2.22394443,8.64836016e-05,6.84666941e-05,13,1600,11459,287,283
"Tcon","Reactome","REACTOME_CDC42_GTPASE_CYCLE","up",1.94524172,9.56099339e-05,7.62755478e-05,128,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC","up",2.23638931,9.94937185e-05,8.04871456e-05,36,1600,11459,287,283
"Tcon","Reactome","REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS","up",2.27311797,0.000164368586,0.000125931661,20,1600,11459,287,283
"Tcon","Reactome","REACTOME_MITOTIC_G2_G2_M_PHASES","up",1.85797913,0.000189493769,0.000143109055,171,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY","up",2.14333864,0.000189493769,0.000144760606,43,1600,11459,287,283
"Tcon","Reactome","REACTOME_MUSCLE_CONTRACTION","up",2.02424008,0.000284358375,0.000212320037,96,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC","up",1.8346632,0.000284392995,0.000216749249,176,1600,11459,287,283
"Tcon","Reactome","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","up",1.97106589,0.000284392995,0.000218686613,107,1600,11459,287,283
"Tcon","Reactome","REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY","up",1.98619585,0.000366252622,0.000278985868,77,1600,11459,287,283
"Tcon","Reactome","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","up",1.92384448,0.000407833178,0.000310500647,115,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY","up",1.77883669,0.000407833178,0.000317355112,190,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHOC_GTPASE_CYCLE","up",2.04312751,0.000407833178,0.000318112403,64,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_HEDGEHOG","up",1.90064343,0.000423487746,0.000332379868,103,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","up",1.98310301,0.000450153679,0.000355444545,83,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_NOTCH4","up",2.0251658,0.000460708048,0.000375421136,64,1600,11459,287,283
"Tcon","Reactome","REACTOME_L1CAM_INTERACTIONS","up",2.02265241,0.000460708048,0.000375908513,69,1600,11459,287,283
"Tcon","Reactome","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","up",1.98289031,0.000460708048,0.000375908513,79,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALLING_TO_ERKS","up",2.11591999,0.000496434447,0.000406903356,30,1600,11459,287,283
"Tcon","Reactome","REACTOME_RAC2_GTPASE_CYCLE","up",1.98452493,0.000526716414,0.000433113298,76,1600,11459,287,283
"Tcon","Reactome","REACTOME_METABOLISM_OF_POLYAMINES","up",2.070778,0.000576984889,0.000473335455,43,1600,11459,287,283
"Tcon","Reactome","REACTOME_CELL_CYCLE_CHECKPOINTS","up",1.72014199,0.00058764214,0.000484445416,241,1600,11459,287,283
"Tcon","Reactome","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","up",1.94309272,0.000627357614,0.000518736577,91,1600,11459,287,283
"Tcon","Reactome","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","up",2.01677222,0.000633337931,0.000530795299,53,1600,11459,287,283
"Tcon","Reactome","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","up",1.78674899,0.00071258698,0.000595321248,185,1600,11459,287,283
"Tcon","Reactome","REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","up",1.88637774,0.00071258698,0.000601447494,102,1600,11459,287,283
"Tcon","Reactome","REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT","up",1.82771549,0.000736171895,0.000638470322,129,1600,11459,287,283
"Tcon","Reactome","REACTOME_RAC1_GTPASE_CYCLE","up",1.81982559,0.000736171895,0.000638470322,154,1600,11459,287,283
"Tcon","Reactome","REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION","up",1.80495222,0.000736171895,0.000638470322,152,1600,11459,287,283
"Tcon","Reactome","REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION","up",1.99869273,0.000736171895,0.00064559646,61,1600,11459,287,283
"Tcon","Reactome","REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2","up",1.9829282,0.000855865936,0.000740829726,78,1600,11459,287,283
"Tcon","Reactome","REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL","down",-2.01239199,0.000883485308,0.000773931305,55,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_1_INFECTION","down",-1.80751331,0.000910806597,0.000802139965,133,1600,11459,287,283
"Tcon","Reactome","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","up",2.06604537,0.000982341091,0.000854138517,37,1600,11459,287,283
"Tcon","Reactome","REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT","up",1.9200055,0.00105394748,0.000918190347,81,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_2_HOST_INTERACTIONS","down",-1.70022832,0.00110794262,0.000971626105,174,1600,11459,287,283
"Tcon","Reactome","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","up",1.65179997,0.00111778543,0.00098662983,266,1600,11459,287,283
"Tcon","Reactome","REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC","up",2.03241297,0.00114805584,0.00101915835,40,1600,11459,287,283
"Tcon","Reactome","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","up",1.87988279,0.00115371961,0.001031258,98,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS","up",1.96716582,0.00120359203,0.00108699673,53,1600,11459,287,283
"Tcon","Reactome","REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274","up",1.99460248,0.00120359203,0.00108732216,51,1600,11459,287,283
"Tcon","Reactome","REACTOME_CO_INHIBITION_BY_PD_1","up",1.78641665,0.00133312314,0.00119523629,141,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALING_BY_VEGF","up",1.8411964,0.00147287383,0.00130703463,94,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHOQ_GTPASE_CYCLE","up",2.0227041,0.00155050261,0.00138551947,54,1600,11459,287,283
"Tcon","Reactome","REACTOME_CLEC7A_DECTIN_1_SIGNALING","up",1.87329386,0.00155050261,0.0013895574,83,1600,11459,287,283
"Tcon","Reactome","REACTOME_G2_M_CHECKPOINTS","up",1.82594964,0.00155050261,0.00139599503,114,1600,11459,287,283
"Tcon","Reactome","REACTOME_PROTEASOME_ASSEMBLY","up",1.9996476,0.00165813649,0.00149491881,49,1600,11459,287,283
"Tcon","Reactome","REACTOME_GPCR_LIGAND_BINDING","up",1.73892899,0.00202122962,0.00177959468,155,1600,11459,287,283
"Tcon","Reactome","REACTOME_KINESINS","up",1.98811553,0.00202122962,0.00178980604,42,1600,11459,287,283
"Tcon","Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","up",1.86553701,0.00210758317,0.00186900504,79,1600,11459,287,283
"Tcon","Reactome","REACTOME_MITOCHONDRIAL_TRANSLATION","down",-1.78050448,0.00226377789,0.00200547777,106,1600,11459,287,283
"Tcon","Reactome","REACTOME_SEMAPHORIN_INTERACTIONS","up",1.96394403,0.00229204682,0.00204376578,56,1600,11459,287,283
"Tcon","Reactome","REACTOME_ABC_TRANSPORTER_DISORDERS","up",1.95036218,0.00261274782,0.0023116469,51,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS","up",2.01777269,0.00283905662,0.00252191859,12,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS","down",-1.85267218,0.00308615278,0.00274163187,75,1600,11459,287,283
"Tcon","Reactome","REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS","up",1.95044303,0.00319179244,0.00284805072,7,1600,11459,287,283
"Tcon","Reactome","REACTOME_HEDGEHOG_ON_STATE","up",1.93146831,0.00348011532,0.00310767121,56,1600,11459,287,283
"Tcon","Reactome","REACTOME_MAPK1_MAPK3_SIGNALING","up",1.65524266,0.00348123397,0.00313612108,196,1600,11459,287,283
"Tcon","Reactome","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","up",1.95770459,0.00358527693,0.00326462846,52,1600,11459,287,283
"Tcon","Reactome","REACTOME_RECYCLING_PATHWAY_OF_L1","up",1.96645186,0.00358527693,0.00327322234,34,1600,11459,287,283
"Tcon","Reactome","REACTOME_METABOLISM_OF_STEROIDS","up",1.77916076,0.00358527693,0.00327727688,108,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","up",1.77198204,0.00377012303,0.00345402163,122,1600,11459,287,283
"Tcon","Reactome","REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","up",1.94989931,0.003771139,0.00347961318,43,1600,11459,287,283
"Tcon","Reactome","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","up",1.68120265,0.00407262326,0.00372951457,158,1600,11459,287,283
"Tcon","Reactome","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","up",1.83024129,0.00408465794,0.00378412053,92,1600,11459,287,283
"Tcon","Reactome","REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","up",2.03017647,0.00408465794,0.00380829155,19,1600,11459,287,283
"Tcon","Reactome","REACTOME_GLUCONEOGENESIS","up",2.01782752,0.00408465794,0.00381876077,17,1600,11459,287,283
"Tcon","Reactome","REACTOME_SOMITOGENESIS","up",1.97932321,0.00424382788,0.00395894293,38,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHOB_GTPASE_CYCLE","up",1.88997109,0.00424382788,0.00397538629,57,1600,11459,287,283
"Tcon","Reactome","REACTOME_CARDIAC_CONDUCTION","up",1.89277013,0.00424382788,0.00399310561,54,1600,11459,287,283
"Tcon","Reactome","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","up",1.9496976,0.00424382788,0.00403320511,42,1600,11459,287,283
"Tcon","Reactome","REACTOME_DEGRADATION_OF_DVL","up",1.94305242,0.00424382788,0.00404304456,40,1600,11459,287,283
"Tcon","Reactome","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","up",1.51746114,0.00501812169,0.00461272705,369,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS","down",-1.9216261,0.0051162549,0.00471750217,46,1600,11459,287,283
"Tcon","Reactome","REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","up",1.77705578,0.005202109,0.00480360995,103,1600,11459,287,283
"Tcon","Reactome","REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","up",1.97796918,0.00542990057,0.00501650854,23,1600,11459,287,283
"Tcon","Reactome","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","up",1.90723177,0.00542990057,0.00503011308,47,1600,11459,287,283
"Tcon","Reactome","REACTOME_SENSORY_PROCESSING_OF_SOUND","up",1.92271745,0.00543494314,0.00506157831,42,1600,11459,287,283
"Tcon","Reactome","REACTOME_COLLAGEN_FORMATION","up",1.92292888,0.00590370378,0.00545624721,35,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHO_GTPASES_ACTIVATE_PKNS","up",1.93814096,0.00590370378,0.00549348052,29,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_CDH1_FUNCTION","up",1.86883039,0.00590370378,0.00551498981,55,1600,11459,287,283
"Tcon","Reactome","REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION","up",1.90450053,0.00636544473,0.00592411621,41,1600,11459,287,283
"Tcon","Reactome","REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS","up",1.89501234,0.00636544473,0.00592411621,42,1600,11459,287,283
"Tcon","Reactome","REACTOME_TGFBR3_PTM_REGULATION","up",1.93603177,0.00650459387,0.0060450269,10,1600,11459,287,283
"Tcon","Reactome","REACTOME_DOWNSTREAM_TCR_SIGNALING","up",1.79556997,0.00660719305,0.00613853536,79,1600,11459,287,283
"Tcon","Reactome","REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY","up",1.9453679,0.00685770715,0.00633729566,23,1600,11459,287,283
"Tcon","Reactome","REACTOME_RAC3_GTPASE_CYCLE","up",1.77939402,0.00776374097,0.0070667779,79,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTEGRATION_OF_ENERGY_METABOLISM","up",1.8312812,0.00802079073,0.00731033171,69,1600,11459,287,283
"Tcon","Reactome","REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES","up",1.57187626,0.00804692856,0.00736553526,221,1600,11459,287,283
"Tcon","Reactome","REACTOME_M_PHASE","up",1.50262928,0.00819795568,0.00751425783,315,1600,11459,287,283
"Tcon","Reactome","REACTOME_TRNA_PROCESSING","down",-1.68871174,0.00821996786,0.00755694625,104,1600,11459,287,283
"Tcon","Reactome","REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G","up",1.8704788,0.0083219551,0.00766459453,37,1600,11459,287,283
"Tcon","Reactome","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","up",1.58177057,0.00859116828,0.00793678665,201,1600,11459,287,283
"Tcon","Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3","up",1.77936857,0.00859116828,0.00794512945,76,1600,11459,287,283
"Tcon","Reactome","REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING","up",1.84483992,0.00864991886,0.00802183399,45,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_INSULIN_SECRETION","up",1.83919359,0.00875387563,0.00811612992,47,1600,11459,287,283
"Tcon","Reactome","REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS","up",1.96992034,0.00877885463,0.00818205608,16,1600,11459,287,283
"Tcon","Reactome","REACTOME_COLLAGEN_DEGRADATION","up",1.92820057,0.00890889369,0.00835322005,25,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHOA_GTPASE_CYCLE","up",1.69024402,0.00890889369,0.00835322005,120,1600,11459,287,283
"Tcon","Reactome","REACTOME_TCR_SIGNALING","up",1.72754624,0.00918412197,0.00856892271,99,1600,11459,287,283
"Tcon","Reactome","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION","up",1.938931,0.0095241053,0.00891316247,14,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF","up",1.81323466,0.0095241053,0.00891316247,55,1600,11459,287,283
"Tcon","Reactome","REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","up",1.93617301,0.00961548297,0.00901210165,18,1600,11459,287,283
"Tcon","Reactome","REACTOME_HYALURONAN_DEGRADATION","up",1.90367854,0.00997965087,0.00935041197,10,1600,11459,287,283
"Tcon","Reactome","REACTOME_REGULATION_OF_RAS_BY_GAPS","up",1.81990212,0.0102964999,0.00963565335,51,1600,11459,287,283
"Tcon","Reactome","REACTOME_SIGNALLING_TO_RAS","up",1.93753724,0.0103062169,0.00977368657,17,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTERLEUKIN_1_SIGNALING","up",1.72125914,0.0103062169,0.00978651496,97,1600,11459,287,283
"Tcon","Reactome","REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND","up",1.83448196,0.0103062169,0.00982217225,42,1600,11459,287,283
"Tcon","Reactome","REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS","up",1.91326273,0.0103062169,0.00983348169,20,1600,11459,287,283
"Tcon","Reactome","REACTOME_CIRCADIAN_CLOCK","up",1.71153188,0.0103062169,0.00984157831,100,1600,11459,287,283
"Tcon","Reactome","REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A","up",1.81935695,0.0112116368,0.0105908105,49,1600,11459,287,283
"Tcon","Reactome","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","up",1.51839827,0.0113735833,0.0107583637,239,1600,11459,287,283
