population,tf,network_symbol,matrix_symbol,mor,resolution,focus_tf
Treg,ZNF804A,MGAM,MGA,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CASZ1,EGFL7,NEU1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ZNF91,FCGR3B,FCGR3A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT3,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,RELA,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB1,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,FOS,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ETV5,IL17F,IL17A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PRDM1,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,STAT6,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TBX21,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EZH2,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,BCL6,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GFI1,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RORA,IL17F,IL17A,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RORC,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HNF1A,IL17F,IL17A,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AHR,SLCO1B1,LST1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,BMAL1,NKX2-1,TTF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ASCL1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CEBPD,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,CLOCK,NKX2-1,TTF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESR1,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESRRA,SFTPA2,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOS,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA4,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GATA6,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,GLI1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HIF1A,KCNA5,HK2,-1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HOXB3,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,HSF1,KCNA5,HK2,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,HSF1,PDZD2,PIN1,1,rejected_symbol_belongs_to_another_gene,TRUE
Treg,JUN,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MAX,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MYB,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NEUROG3,MYT1,MTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NCOA2,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFE2L2,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX2-1,SFTPA2,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1H2,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR1I3,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR3C1,SFTPA1,PSAP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NR3C2,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX6,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX8,FOXE1,TTF2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PGR,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PITX2,KRT17,PC,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,POU3F2,TDO2,TPH2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RELA,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RXRA,GCK,GK,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SPI1,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SREBF1,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TP53,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,USF1,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,JUN,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,RUNX2,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,ESRRA,SFTPA1,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NKX2-2,PPY,PNP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,MEF2C,CSRP3,LMO4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,EBF1,CHGA,CGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PAX6,TCF7L2,TCF4,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,SOX2,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,FOXA2,SLC4A4,SLC4A5,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,TAL1,PTPRU,PTPRO,-1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,PKNOX1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,TACR1,SPR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,CYP1A1,AHRR,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,NTN1,NET1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,TAC4,HK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,RAPSN,FADS2,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,NFKB,KCNA4,HK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Treg,AP1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ATF2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TFAP2A,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,JUN,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HSF2,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR5A1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HSF1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,EGR1,MMP12,MME,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TP53,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RBPJ,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ENO1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,XBP1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPB,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPB,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,GATA1,PRG2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR0B1,NR5A1,SF1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,JUNB,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,IRF1,SLPI,MPI,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PPARA,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RELA,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KAT7,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,STAT5A,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TFAP2A,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TP53,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,GATA4,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR5A1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,GBX2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SRY,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,WT1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ZNF354C,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PDX1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPA,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPD,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ZGPAT,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RELA,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HSF1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,NFKB1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,TTF1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,AR,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ESR1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR5A1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,REL,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,NR0B1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SOX9,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MTF1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ENO1,MBL2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYC,MBL2,MBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,JUND,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOS,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP3,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR3C1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HNF1A,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NKX2-1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CREB1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,HNF1B,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NFIC,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SSRP1,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR1I2,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KLF5,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP3,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PITX2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPG,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PPARG,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,STAT1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXO1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MBD2,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,BCL6,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SMAD3,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SMAD7,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,DDIT3,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SOX8,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,YY1,CCL13,SCYL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR5A2,CEL,LIPA,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SMAD2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,BCL3,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KLF4,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ESR1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,JUN,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EGR1,OCM2,OCM,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ESR1,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ESR2,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXD1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXG1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MEF2A,MB,PVALB,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HR,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,IRF2,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HNF1A,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MAZ,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EGR1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SSRP1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,AHR,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYC,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA2,SLCO1B1,LST1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NRF1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR1D1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NFKBIZ,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SMAD4,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,NKX2-1,TTF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,GLI2,FOXE1,TTF2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR3C1,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TFCP2,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP3,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ZGLP1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA2,IAPP,DAP,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ATF3,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,TAL1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,YBX1,MMP12,MME,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RELA,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,E2F3,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MNX1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CDX1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CDX2,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SSRP1,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CREB1,MUSK,FADS1,-1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,MYOD1,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SSRP1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NRG1,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EZH2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYF5,RRAD,RAD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYOD1,RRAD,RAD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TP53,HSP90B2P,TRAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYOG,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HR,MUSK,FADS1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PGR,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KLF9,SLPI,MPI,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ZNF148,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ATF1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TFAP2A,IAPP,DAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SNAI2,PRSS8,CAP1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SREBF2,PRSS8,CAP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TFAP2A,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPB,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HIF1A,OCM2,OCM,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,AR,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR6A1,DPEP1,MBD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RUNX2,NELL1,NRP1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR4A1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PBX1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,DLX3,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,WT1,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,DNMT1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PAX8,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TTF1,HCRT,PPOX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CREB3,CCL15,SCYL3,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ONECUT1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SMARCA1,TTR,TTN,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KDM5C,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYC,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NCOA1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EMX2,SP8,BTD,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HSF1,TACR1,SPR,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,TP63,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,KCNA5,HK2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PITX1,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ATF3,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,GCM1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TBP,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP7,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,IRF8,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EGR1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HIF1A,TNNI3,TNNC1,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,HIF1A,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,HR,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SOX9,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EGR2,RRAD,RAD1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HIF1A,THPO,TPO,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,TTF1,SFTPA2,PSAP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MAX,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYC,DDR2,TKT,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ST18,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR1H4,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,JARID2,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,YY1,TNNI3,TNNC1,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,VDR,AMH,MIF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HOXD13,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,AHR,SMOC2,SMAP2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MYF5,FOXE1,TTF2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPG,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ETS1,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TP53,AKR1B10,ARL1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TP53,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,TADA2A,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,POU2F1,MLXIPL,MLX,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,BACH1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,SP1,MRAP,FGD2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NR4A2,PTPRU,PTPRO,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PITX3,PTPRU,PTPRO,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,NFATC3,GC,DBP,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOSL1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RELB,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,STAT1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HNF1A,SLC23A1,SLC23A2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HNF1B,SLC23A1,SLC23A2,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,STAT3,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,SPI1,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,MEF2A,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,PRDM1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,APEX1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,DMRT1,NR5A1,SF1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CEBPB,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ASCL4,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,GATA1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXN1,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXP1,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,ZKSCAN7,KRT9,EPPK1,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,STAT2,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA2,IL6,HGF,-1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,KLF4,GDF15,PDF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CDX2,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,CREB1,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,TRUE
Tcon,HNF1A,MGAM,MGA,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,RORC,IL6,HGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,EGR1,PGF,PIGF,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA1,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,FOXA2,MLXIPL,MLX,1,rejected_symbol_belongs_to_another_gene,FALSE
Tcon,HIF1A,GC,DBP,1,rejected_symbol_belongs_to_another_gene,TRUE
